VIN,Stock#,Year,Make,Model,Type,Drive,Odo,Engine,Transmission,Ext color,yard_number,yard_name,Live Start,day_of_week,Event,time_zone,item,lot_number,vehicle_type,year,make,model_group,model_detail,body_style,color,damage_description,secondary_damage,sale_title_state,sale_title_type,has_keys,lot_cond_code,odometer_brand,est_retail_value,repair_cost,fuel_type,cylinders,runs_drives,sale_status,high_bid_non_vix_sealed_vix,special_note,Location,location_state,location_zip5,location_zip4,location_country,currency_code,image_thumbnail,create_date_time,grid_row,make_an_offer_eligible,Current Bid,image_url,trim,last_updated_time,rentals,copart_select,source,Timestamp
1B3EL46T05N609784,DCB1001943,2005,Dodge,Stratus,Sedan,FWD,164458                                                                                                        ACTUAL,2.7L Flex Fuel V6 200hp 190ft. lbs.,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Washington Internet Auction Mechanic's Special 09:00 am June 03, 2023",, 2005 Dodge Stratus ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
1G6KD54Y32U251443,PEI132162,2002,Cadillac,DeVille,Sedan,FWD,76952                                                                                                        ACTUAL,Northstar 4.6L V8 275hp 300ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2002 Cadillac DeVille ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1G1JC5SH0D4257873,PWW347811,2013,Chevrolet,Sonic,Sedan,FWD,999999                                            TMU,Ecotec 1.8L I4 138hp 125ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 03, 2023",, 2013 Chevrolet Sonic ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3G5DB03E33S606643,DEI880418,2003,Buick,Rendezvous,SUV,AWD,126607                                                                                                        ACTUAL,3L NA V6 overhead valves (OHV) 12V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2003 Buick Rendezvous ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1HD1CAN12HY119425,PEI131764,1987,HARLEY DAVIDSON,Xlh-1100,MOTORCYCLE,RWD,8814                                            TMU,3 - Cyl.,Manual,MAROON,,,06/06/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 06, 2023",, 1987 HARLEYDAVIDSON Xlh-1100 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1G1PC5SB8D7179654,PCA59480,2013,Chevrolet,CRUZE LT,Sedan,FWD,143399                                                                                                        ACTUAL,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,SILVER,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2011 Dodge Challenger ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2B3CJ4DG0BH557287,DDC35812,2011,Dodge,Challenger,2 DOOR COUPE,RWD,117219                                                                                                        ACTUAL,Pentastar 3.6L V6 305hp 268ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Washington Internet Auction 10:00 am June 03, 2023",, 2011 Dodge Challenger ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
2G1WB5EK0B1133773,NWZ36734,2011,Chevrolet,Impala,Sedan,FWD,134542                                                                                                        ACTUAL,3.5L Flex Fuel V6 211hp 216ft. lbs.,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2011 Chevrolet Impala ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1FMRU1866XLB33389,DHV46255,1999,Ford,Expedition,SUV,4WD,134542                                                                                                        ACTUAL,4L NA V8 single overhead cam (SOHC) 16V,Automatic,MAROON,,,06/03/2023                                            Go to event list,,"Washington Internet Auction Mechanic's Special 09:00 am June 03, 2023",, 1999 Ford Expedition ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1G6DG5E57C0100425,PCB18345,2012,Cadillac,CTS,Sedan,AWD,170525                                                                                                        ACTUAL,3.0L V6 270hp 223ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2012 Cadillac CTS ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1G1ZD5EU9BF225112,PWW346027,2011,Chevrolet,Malibu,Sedan,FWD,77912                                                                                                        ACTUAL,Ecotec 2.4L Flex Fuel I4 175hp 170ft. lbs.,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 03, 2023",, 2011 Chevrolet Malibu ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1G6KY54902U227582,DCB1002253,2002,Cadillac,Seville,4 DOOR SEDAN,FWD,202169                                                                                                        ACTUAL,4L NA V8 double overhead cam (DOHC) 32V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2002 Cadillac Seville ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
2HGES16502H603250,PMG30175,2002,Honda,Civic,Sedan,FWD,194068                                                                                    EXEMPT,1L NA I4 single overhead cam (SOHC) 16V,Automatic,GREEN,,,06/06/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 06, 2023",, 2002 Honda Civic ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2G1WG5EK2B1217093,PMG30130,2011,Chevrolet,IMPALA LT,Sedan,FWD,127028                                                                                                        ACTUAL,3.5L Flex Fuel V6 211hp 216ft. lbs.,Automatic,BLACK,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2011 Chevrolet IMPALALT ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1GBJG31U151142527,NNH22331,2005,Chevrolet,Express,Full-Size,RWD,93495                                                                                                        ACTUAL,GM Vortec 6000 6.0L V8 345hp 380ft. lbs.,Automatic,WHITE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2005 Chevrolet Express ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1GBJG31U151142527,NNH22331,2005,Chevrolet,Express,Full-Size,RWD,93495                                                                                                        ACTUAL,GM Vortec 6000 6.0L V8 345hp 380ft. lbs.,Automatic,WHITE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2005 Chevrolet Express ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JHMCN36515C019017,DCS483077,2005,Honda,Accord,Sedan,FWD,204044                                                                                                        ACTUAL,3.0L Hybrid V6 255hp 232ft. lbs.,Automatic,GOLD,,,06/03/2023                                            Go to event list,,"Washington Internet Auction Mechanic's Special 09:00 am June 03, 2023",, 2005 Honda Accord ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1Y1SK52882Z402958,PRU789954,2002,Chevrolet,Prizm,Sedan,FWD,121339                                                                                                        ACTUAL,1L NA I4 double overhead cam (DOHC) 16V,Automatic,GREEN,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2002 Chevrolet Prizm ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3A4FY58B57T603197,PWW347744,2007,Chrysler,PT Cruiser,WAGON,FWD,162504                                                                                                        ACTUAL,2.4L I4 150hp 165ft. lbs.,Automatic,WHITE,,,06/03/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 03, 2023",, 2007 Chrysler PTCruiser ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1G1ZD5E09CF347094,DCS482892,2012,Chevrolet,Malibu,Sedan,FWD,153993                                                                                                        ACTUAL,Ecotec 2.4L I4 169hp 160ft. lbs.,Automatic,GOLD,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2012 Chevrolet Malibu ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
5NMSH4AG5AH397114,PMG30150,2010,Hyundai,Santa Fe,SUV,FWD,230324                                                                                                        ACTUAL,3.5L V6 276hp 248ft. lbs.,Automatic,Red,,,06/06/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 06, 2023",, 2010 Hyundai SantaFe ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2G1WG5EK4B1275660,PCA59468,2011,Chevrolet,Impala,Sedan,FWD,97391                                            TMU,3.5L Flex Fuel V6 211hp 216ft. lbs.,Automatic,WHITE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2011 Chevrolet Impala ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2GNFLEEK0D6255907,NWW252897,2013,Chevrolet,Equinox,SUV,AWD,228457                                                                                                        ACTUAL,2.4L I4 182hp 172ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2013 Chevrolet Equinox ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
3FADP0L39CR447360,DDI902593,2012,Ford,Fusion Hybrid,Sedan,FWD,114200                                                                                                        ACTUAL,2.5L Hybrid I4 191hp,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Washington Internet Auction 10:00 am June 03, 2023",, 2012 Ford FusionHybrid ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
1GCDM19W71B119043,PMG30186,2001,Chevrolet,Astro,MINI VAN,RWD,293250                                                                                                        ACTUAL,4.3L V6 190hp 250ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2008 Chrysler TOWNANDCOUNTRYLX ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2A8HR44H28R630581,PEI131970,2008,Chrysler,TOWN AND COUNTRY LX,MINI VAN,FWD,150480                                                                                                        ACTUAL,3.3L Flex Fuel V6 175hp 205ft. lbs.,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 03, 2023",, 2008 Chrysler TOWNANDCOUNTRYLX ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1J8GL58K64W149310,DKD385622,2004,JEEP,Liberty,SUV,4WD,214221                                                                                                        ACTUAL,3.7L V6 210hp 235ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Washington Internet Auction Mechanic's Special 09:00 am June 03, 2023",, 2004 JEEP Liberty ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
2G1WG5EK5B1308617,DCB1002050,2011,Chevrolet,Impala,Sedan,FWD,168036                                                                                                        ACTUAL,3.5L Flex Fuel V6 211hp 216ft. lbs.,Automatic,Red,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2011 Chevrolet Impala ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
WDBBA45C0FA022761,PRS34231,1985,Mercedes-Benz,380-Class,CONVERTIBLE,RWD,129484                                                                                    EXEMPT,3L NA V8 single overhead cam (SOHC) 16V,Automatic,MAROON,,,06/06/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 06, 2023",, 1985 Mercedes-Benz 380-Class ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1GCEK14T26Z110112,PCA59319,2006,Chevrolet,Silverado 1500,Pickup,4WD,186781                                                                                                        ACTUAL,Vortec 5.3L V8 295hp 335ft. lbs.,Automatic,GREEN,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2006 Chevrolet Silverado1500 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1G1JD6SG1D4201595,NCJ8512,2013,Chevrolet,Sonic,HATCHBACK,FWD,193391                                                                                                        ACTUAL,Ecotec 1.8L I4 138hp 125ft. lbs. PZEV,Manual,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2013 Chevrolet Sonic ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1FMJU1H50BEF07383,DDC35778,2011,Ford,Expedition,SUV,4X2,162544                                                                                                        ACTUAL,5.4L Flex Fuel V8 310hp 365ft. lbs.,Automatic,MAROON,,,06/03/2023                                            Go to event list,,"Washington Internet Auction 10:00 am June 03, 2023",, 2011 Ford Expedition ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
1Y1SK52841Z439441,PRU789985,2001,Chevrolet,Prizm,Sedan,FWD,166259                                                                                    EXEMPT,1L NA I4 double overhead cam (DOHC) 16V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2001 Chevrolet Prizm ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1B4GP44RXYB760945,PWW347472,2000,Dodge,GRAND CARAVAN RAMP/ACCESSIBLE,MINI VAN,FWD,104480                                                                                                        ACTUAL,3.3L V6 158hp 203ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Washington Internet Auction Mechanic's Special 09:00 am June 03, 2023",, 2000 Dodge GRANDCARAVANRAMP/ACCESSIBLE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1B4GP44RXYB760945,PWW347472,2000,Dodge,GRAND CARAVAN RAMP/ACCESSIBLE,MINI VAN,FWD,104480                                                                                                        ACTUAL,3.3L V6 158hp 203ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 03, 2023",, 2000 Dodge GRANDCARAVANRAMP/ACCESSIBLE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JN8AS58V09W438981,PCB18341,2009,NISSAN,Rogue,SPORT UTILITY 4-DR,4WD,202114                                                                                                        ACTUAL,2.5L L4 DOHC 16V,Automatic,BLACK,,,06/06/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm June 06, 2023",, 2009 NISSAN Rogue ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
